Mon Nov 29 15:34:23 2021    output.dat

         47845633 function calls (47038913 primitive calls) in 40.326 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:3106(__init__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\seaborn\rcmod.py:296(<dictcomp>)
       14    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1562(_parents)
        7    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4825(tokenMap)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:324(ParseResults)
       35    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
       12    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2045(suppress)
        5    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:1529(_root)
        8    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\version.py:467(<genexpr>)
        3    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1567(resetCache)
        3    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1877(__mul__)
        3    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:755(copy)
        3    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3164(__init__)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:1737(_fix_ipython_backend2gui)
       12    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:2349(_is_egg_path)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\seaborn\rcmod.py:309(set_style)
        4    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\sre_compile.py:432(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\_compat.py:4(<module>)
       11    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:1545(getint_event)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\enum.py:58(__init__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\_pylab_helpers.py:110(_set_new_active_manager)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\plistlib.py:164(_PlistParser)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4268(postParse)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:415(spec_from_loader)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:1794(resize_event)
        4    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1841(__radd__)
        5    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3032(__str__)
       65    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1366(postParse)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\rcsetup.py:85(f)
        2    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap>:701(_load)
        4    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\enum.py:20(_is_dunder)
        6    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1877(__init__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\ntpath.py:537(_readlink_deep)
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.Win32_SetCurrentProcessExplicitAppUserModelID}
        4    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:121(_declare_state)
       11    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:2330(_cygwin_patch)
        8    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\_layoutgrid.py:295(edit_margins)
        1    0.000    0.000    0.013    0.013 D:\Programs\Conda\lib\site-packages\matplotlib\backends\_backend_tk.py:427(_get_toolbar)
        9    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\_collections_abc.py:377(__subclasshook__)
        1    0.000    0.000    0.001    0.001 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:263(LegacySpecifier)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:168(__init__)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\imp.py:105(get_suffixes)
        4    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3829(__init__)
        9    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3841(__str__)
        1    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1114(exec_module)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\extern\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\__about__.py:4(<module>)
        3    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2376(__init__)
        3    0.000    0.000    0.000    0.000 {method 'globalsetvar' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.002    0.002 D:\Programs\Conda\lib\site-packages\win32\lib\pywintypes.py:2(<module>)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backends\backend_agg.py:107(_update_methods)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:537(WorkingSet)
       12    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:2356(_is_zip_egg)
        8    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\_layoutgrid.py:255(edit_margin)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:338(get_provider)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:433(__delitem__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\uuid.py:593(_windll_getnode)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:124(__init__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\_layoutgrid.py:173(parent_constraints)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\ntpath.py:579(_getfinalpathname_nonstrict)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\enum.py:665(__hash__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3061(__init__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\_layoutgrid.py:213(grid_constraints)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(has_location)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:371(get_build_platform)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\_structures.py:4(<module>)
        1    0.000    0.000    0.001    0.001 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:2411(EntryPoint)
       28    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:458(__bool__)
        4    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3353(setResultsName)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:963(p1)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:2415(set_constrained_layout)
       13    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:506(haskeys)
        1    0.000    0.000    0.006    0.006 c:\Users\Jaen\Documents\RU 20-21\SEM7\Thesis\snake-ai-pytorch-main\environment.py:9(__init__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2991(__init__)
        1    0.000    0.000    0.093    0.093 D:\Programs\Conda\lib\site-packages\matplotlib\pyplot.py:313(new_figure_manager)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:943(Environment)
        1    0.000    0.000    0.007    0.007 D:\Programs\Conda\lib\tkinter\__init__.py:2096(wm_iconphoto)
        8    0.000    0.000    0.000    0.000 {method 'suggestValue' of 'kiwisolver.Solver' objects}
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:3089(init_layoutgrid)
        8    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\pathlib.py:1078(_init)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1690(ZipProvider)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\version.py:106(LegacyVersion)
       33    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:317(__getitem__)
        1    0.000    0.000    0.000    0.000 c:\Users\Jaen\Documents\RU 20-21\SEM7\Thesis\snake-ai-pytorch-main\stats.py:7(__init__)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:971(get_filename)
        4    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\re.py:270(escape)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1288(addParseAction)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\os.py:200(makedirs)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1368(NullProvider)
        5    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4292(__init__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:2057(get_width_height)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\_collections_abc.py:682(__contains__)
        1    0.000    0.000    0.007    0.007 D:\Programs\Conda\lib\site-packages\pythoncom.py:2(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method win32api.GetFullPathName}
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\enum.py:620(_generate_next_value_)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\tokenize.py:325(find_cookie)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:104(_IndividualSpecifier)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\rcsetup.py:104(<listcomp>)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\tokenize.py:319(read_or_stop)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:3226(_initialize)
       12    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3513(<genexpr>)
        3    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\cbook\__init__.py:606(__init__)
        6    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\_collections_abc.py:358(__subclasshook__)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:65(__init__)
        6    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backends\_backend_tk.py:246(get_tk_widget)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:4012(__del__)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:520(__init__)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1375(__init__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1670(MemoizedZipManifests)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2765(Regex)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\cbook\__init__.py:2268(_setup_new_guiapp)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:3554(draw_if_interactive)
        7    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\ntpath.py:524(abspath)
        1    0.000    0.000    0.000    0.000 c:\Users\Jaen\Documents\RU 20-21\SEM7\Thesis\snake-ai-pytorch-main\stats.py:48(load)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:664(SpecifierSet)
        2    0.000    0.000    0.004    0.002 D:\Programs\Conda\lib\tkinter\__init__.py:2784(create_image)
        4    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\six.py:184(find_module)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:2229(wm_withdraw)
        2    0.000    0.000    0.001    0.001 D:\Programs\Conda\lib\tkinter\__init__.py:2984(__init__)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:781(create_module)
       19    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\_collections_abc.py:311(__subclasshook__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1109(ResourceManager)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\version.py:67(_BaseVersion)
       12    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:315(__init__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3465(parseImpl)
        4    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\_layoutgrid.py:83(<listcomp>)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1576(__init__)
        4    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2020(__invert__)
      2/1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3939(parseImpl)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\mathtext.py:423(__init__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:1291(__init__)
        3    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:362(set)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:2674(__init__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1972(__xor__)
        1    0.000    0.000    0.007    0.007 D:\Programs\Conda\lib\tkinter\__init__.py:2002(wm_deiconify)
        5    0.000    0.000    0.000    0.000 {method 'getboolean' of '_tkinter.tkapp' objects}
        8    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\__init__.py:218(wrapper)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\cast.py:503(_maybe_promote_cached)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\numpy\linalg\linalg.py:135(_commonType)
        1    0.000    0.000    0.001    0.001 D:\Programs\Conda\lib\site-packages\pygame\pkgdata.py:46(getResource)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1580(_setup_prefix)
        7    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4197(__str__)
        3    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\rcsetup.py:63(__call__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\textpath.py:24(__init__)
        7    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1132(resource_stream)
        1    0.000    0.000    0.000    0.000 {built-in method _uuid.UuidCreate}
        6    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\extern\__init__.py:15(search_path)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\sysconfig.py:613(get_platform)
       10    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\collections\__init__.py:419(<genexpr>)
        6    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1895(_warn_on_replacement)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:2991(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\appdirs.py:407(AppDirs)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:205(ParseBaseException)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\rcsetup.py:406(_validate_cmap)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\plistlib.py:68(UID)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\extern\__init__.py:4(VendorImporter)
      6/2    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4183(streamline)
        8    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
       10    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        4    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\_layoutgrid.py:98(<listcomp>)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\enum.py:12(_is_descriptor)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:242(VersionConflict)
        2    0.000    0.000    0.255    0.128 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:3221(_call_aside)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\plistlib.py:447(_BinaryPlistParser)
        4    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3015(parseImpl)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\_layoutgrid.py:136(add_constraints)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\enum.py:338(__getattr__)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4214(copy)
        8    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4783(<genexpr>)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\font_manager.py:171(_cached_realpath)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:2448(set_constrained_layout_pads)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\plistlib.py:312(_PlistWriter)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\plistlib.py:622(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3458(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        4    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\plistlib.py:274(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\win32comext\shell\__init__.py:2(<module>)
        8    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\version.py:531(<genexpr>)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\_layoutgrid.py:126(reset_margins)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1116(resource_exists)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:3087(Requirement)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\extern\__init__.py:10(__init__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1298(addCondition)
       13    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        4    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\colors.py:241(<genexpr>)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:1918(_set_artist_props)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\cast.py:450(ensure_dtype_can_hold_na)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1095(__init__)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\_collections_abc.py:258(__subclasshook__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3256(ParseExpression)
        4    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\pyplot.py:320(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:2389(set_tight_layout)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\abc.py:89(register)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\enum.py:478(_check_for_existing_members)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1593(DefaultProvider)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\cbook\__init__.py:852(__init__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backends\_backend_tk.py:487(set_window_title)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:3126(__init__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\enum.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1612(_register)
        3    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:644(__getattr__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4163(__lshift__)
        4    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        6    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\rcsetup.py:241(validator)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:2510(set_canvas)
        4    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:328(register_loader_type)
       12    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:1222(winfo_toplevel)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:509(IResourceProvider)
        3    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 c:\Users\Jaen\Documents\RU 20-21\SEM7\Thesis\snake-ai-pytorch-main\population.py:11(__init__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:891(subscribe)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\imp.py:48(new_module)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:460(__iter__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3715(ParseElementEnhance)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\cast.py:645(_ensure_dtype_type)
        6    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\enum.py:363(__members__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(inv)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\requirements.py:59(<lambda>)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3368(And)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:486(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1605(get_resource_stream)
        8    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\version.py:366(<genexpr>)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1441(tryParse)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4141(Forward)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\widgets.py:34(__init__)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1643(ZipManifests)
        3    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3064(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:2867(add_axobserver)
