Mon Nov 29 09:44:32 2021    output.dat

         45699553 function calls (44755293 primitive calls) in 48.241 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      200    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:2604(__init__)
      300    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
      917    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
      202    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(atleast_1d)
      812    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\cbook\__init__.py:108(__hash__)
      200    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(ravel_multi_index)
      101    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\pyplot.py:304(_warn_if_gui_out_of_main_thread)
       50    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\patches.py:1887(__new__)
       50    0.000    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backends\_backend_tk.py:387(stop_event_loop)
     1518    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:231(_verbose_message)
      254    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\offsetbox.py:259(set_offset)
      901    0.000    0.000    0.027    0.000 <frozen importlib._bootstrap_external>:99(_path_isfile)
       52    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\IPython\core\getipython.py:17(get_ipython)
      200    0.000    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:815(null)
      210    0.000    0.000    0.009    0.000 D:\Programs\Conda\lib\genericpath.py:16(exists)
      170    0.000    0.000    0.046    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:2285(fixup_namespace_packages)
      101    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:634(deletecommand)
        7    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1486(_fill_cache)
       50    0.000    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\pyplot.py:446(__init__)
     1388    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\artist.py:1279(mouseover)
      600    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\gridspec.py:75(get_geometry)
      101    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\_pylab_helpers.py:105(get_active)
       26    0.000    0.000    0.004    0.000 D:\Programs\Conda\lib\traceback.py:321(extract)
      200    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\gridspec.py:600(__init__)
     1888    0.000    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:2341(_normalize_cached)
     1161    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\sre_parse.py:160(__len__)
       51    0.000    0.000    8.120    0.159 D:\Programs\Conda\lib\site-packages\matplotlib\backends\backend_tkagg.py:8(draw)
     1836    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\offsetbox.py:482(<genexpr>)
       84    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3390(__init__)
      100    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\numeric.py:323(full_like)
       50    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:823(after_cancel)
      200    0.000    0.000    0.016    0.000 D:\Programs\Conda\lib\site-packages\colorama\ansitowin32.py:160(write)
      200    0.000    0.000    0.037    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:539(<listcomp>)
      200    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\gridspec.py:610(_from_subplot_args)
      663    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\offsetbox.py:487(<listcomp>)
      555    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:73(<listcomp>)
       50    0.000    0.000    0.008    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\patches.py:3630(__init__)
      102    0.000    0.000    0.010    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\legend.py:818(_auto_legend_data)
      916    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\uuid.py:642(getnode)
      344    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\re.py:203(sub)
      200    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\projections\__init__.py:44(get_projection_class)
      200    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\offsetbox.py:665(add_artist)
      201    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:155(update)
      102    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\offsetbox.py:634(set_offset)
      300    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(take)
       51    0.000    0.000    0.100    0.002 D:\Programs\Conda\lib\site-packages\matplotlib\offsetbox.py:350(get_window_extent)
      616    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
     1588    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\artist.py:369(is_transform_set)
       50    0.000    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\legend.py:790(<listcomp>)
      752    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       51    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:299(get_children)
      344    0.000    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1302(safe_name)
       51    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      400    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\gridspec.py:231(_normalize)
      256    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\posixpath.py:60(isabs)
      101    0.000    0.000    0.000    0.000 {method 'deletecommand' of '_tkinter.tkapp' objects}
     1150    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\logging\__init__.py:1677(isEnabledFor)
      102    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:3017(_wait_cursor_for_draw_cm)
       22    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:856(get_code)
      816    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:1275(<listcomp>)
      867    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\offsetbox.py:171(<listcomp>)
      202    0.000    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\offsetbox.py:623(get_transform)
       53    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\cbook\__init__.py:590(__setitem__)
       50    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\__init__.py:574(__setitem__)
      189    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\sre_compile.py:249(_compile_charset)
      663    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\offsetbox.py:497(<listcomp>)
     28/1    0.000    0.000    0.322    0.322 <frozen importlib._bootstrap>:1002(_find_and_load)
      694    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\sre_parse.py:286(tell)
      345    0.000    0.000    0.003    0.000 D:\Programs\Conda\lib\ntpath.py:214(basename)
      102    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\offsetbox.py:794(set_offset)
       50    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\gridspec.py:347(__init__)
      406    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\cbook\__init__.py:99(__init__)
       50    0.000    0.000    4.719    0.094 D:\Programs\Conda\lib\site-packages\matplotlib\pyplot.py:1304(subplots)
      200    0.000    0.000    0.016    0.000 D:\Programs\Conda\lib\site-packages\colorama\ansitowin32.py:40(write)
      257    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:101(_cnfmerge)
      204    0.000    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:1548(get_matrix)
      150    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\_api\__init__.py:172(check_getitem)
       50    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:1368(add_gridspec)
      200    0.000    0.000    0.008    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:1693(__eq__)
      612    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:1961(get_label_position)
      200    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\cbook\__init__.py:1718(sanitize_sequence)
      200    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:257(<listcomp>)
       50    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\logging\__init__.py:2022(getLogger)
      102    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\inspect.py:494(unwrap)
      100    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\_pylab_helpers.py:34(get_fig_manager)
      198    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:2382(yield_lines)
      171    0.000    0.000    0.064    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:3264(<genexpr>)
      209    0.000    0.000    0.013    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1394(has_metadata)
       51    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:1788(draw_event)
       28    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap>:901(_find_spec)
      562    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\sre_parse.py:111(__init__)
      408    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:1416(get_aspect)
       50    0.000    0.000    8.428    0.169 D:\Programs\Conda\lib\site-packages\matplotlib\pyplot.py:943(clf)
      100    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\_pylab_helpers.py:123(set_active)
      263    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\path.py:726(unit_rectangle)
      663    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\offsetbox.py:492(<listcomp>)
       50    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\patches.py:3700(set_boxstyle)
       82    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3719(__init__)
      936    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
      306    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\lines.py:1402(is_dashed)
       51    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\_internal.py:249(__init__)
       45    0.000    0.000    0.008    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1401(get_metadata)
      338    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1926(__init__)
       50    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\numpy\lib\shape_base.py:1171(tile)
       51    0.000    0.000    8.120    0.159 D:\Programs\Conda\lib\site-packages\matplotlib\backends\_backend_tk.py:238(idle_draw)
     1146    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\font_manager.py:756(get_size)
     1146    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\font_manager.py:1160(score_style)
      267    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:36(_relax_case)
      100    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\pyplot.py:862(get_fignums)
       51    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\patches.py:3872(set_bounds)
       50    0.000    0.000    4.718    0.094 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:800(subplots)
      400    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:331(<genexpr>)
      100    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\_pylab_helpers.py:95(get_all_fig_managers)
      102    0.000    0.000    0.010    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:1648(__setitem__)
      816    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\ticker.py:1887(tick_values)
      100    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(empty_like)
      200    0.000    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\legend_handler.py:62(_update_prop)
     1008    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\version.py:490(<lambda>)
        1    0.000    0.000    0.013    0.013 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:26(<module>)
     1146    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\font_manager.py:1224(score_size)
      905    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:301(cache_from_source)
      200    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\gridspec.py:190(<listcomp>)
      200    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:341(_setdefaults)
      303    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
   131/65    0.000    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3363(copy)
      408    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:1083(get_axes_locator)
       96    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\sre_parse.py:295(_class_escape)
      100    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
       59    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       64    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\cbook\__init__.py:215(_remove_proxy)
      171    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:652(__iter__)
       28    0.000    0.000    0.024    0.001 D:\Programs\Conda\lib\sre_compile.py:759(compile)
       51    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\inspect.py:1876(_signature_is_functionlike)
       50    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\gridspec.py:33(__init__)
      255    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:232(<genexpr>)
      200    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:4036(set_navigate)
      210    0.000    0.000    0.009    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1596(_has)
      100    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(full_like)
       51    0.000    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\patches.py:2027(call_wrapper)
      612    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:725(get_window_extent)
       50    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\logging\__init__.py:1272(getLogger)
     1146    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\font_manager.py:1177(score_variant)
      200    0.000    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\legend_handler.py:68(_default_update_prop)
       47    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       50    0.000    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\legend.py:868(set_title)
      102    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
       45    0.000    0.000    0.006    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1608(_get)
       10    0.000    0.000    0.000    0.000 c:\Users\Jaen\Documents\RU 20-21\SEM7\Thesis\snake-ai-pytorch-main\population.py:50(<listcomp>)
       50    0.000    0.000    0.011    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:3327(update)
      306    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\offsetbox.py:440(<listcomp>)
       28    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\sre_compile.py:536(_compile_info)
      254    0.000    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1391(_get_metadata_path)
      605    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      180    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:104(_path_isdir)
      150    0.000    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:3354(get_xbound)
     1200    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:1342(depth)
      206    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:351(__init__)
      100    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\legend_handler.py:160(get_xdata)
      101    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\threading.py:1318(current_thread)
      232    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\sre_compile.py:423(_simple)
       69    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2412(__init__)
       50    0.000    0.000    0.007    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backends\backend_agg.py:295(clear)
       28    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1309(_get_spec)
       12    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2653(__init__)
       25    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\ntpath.py:450(normpath)
      200    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\projections\__init__.py:19(get_projection_class)
      200    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\text.py:1163(set_rotation)
      407    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3581(<genexpr>)
      191    0.000    0.000    0.000    0.000 c:\Users\Jaen\Documents\RU 20-21\SEM7\Thesis\snake-ai-pytorch-main\stats.py:43(is_empty)
       48    0.000    0.000    0.014    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:2543(_version_from_file)
      150    0.000    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:3698(get_ybound)
      736    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\version.py:461(_parse_local_version)
       91    0.000    0.000    0.000    0.000 c:\Users\Jaen\Documents\RU 20-21\SEM7\Thesis\snake-ai-pytorch-main\stats.py:30(is_record)
     24/1    0.000    0.000   48.670   48.670 {built-in method builtins.exec}
     1296    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:2092(__bool__)
       51    0.000    0.000    0.003    0.000 D:\Programs\Conda\lib\inspect.py:3128(signature)
      172    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      510    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\text.py:813(get_horizontalalignment)
   131/65    0.000    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3365(<listcomp>)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:166(_get_module_lock)
      200    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\gridspec.py:679(get_gridspec)
    61/11    0.000    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3288(leaveWhitespace)
      200    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\gridspec.py:198(<listcomp>)
      143    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:1873(__init__)
      132    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\sre_parse.py:432(_uniq)
       51    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\inspect.py:2890(replace)
     29/1    0.000    0.000    0.321    0.321 <frozen importlib._bootstrap>:659(_load_unlocked)
       26    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:486(_init_module_attrs)
      600    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\fromnumeric.py:1701(_ravel_dispatcher)
       51    0.000    0.000    7.837    0.154 D:\Programs\Conda\lib\site-packages\matplotlib\artist.py:72(draw_wrapper)
      200    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:787(_request_autoscale_view)
      204    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:233(<lambda>)
       51    0.000    0.000    0.002    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:815(after_idle)
        1    0.000    0.000    0.319    0.319 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1(<module>)
      500    0.000    0.000    0.000    0.000 c:\Users\Jaen\Documents\RU 20-21\SEM7\Thesis\snake-ai-pytorch-main\population.py:51(<lambda>)
     28/1    0.000    0.000    0.322    0.322 <frozen importlib._bootstrap>:967(_find_and_load_unlocked)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
      211    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\pkgutil.py:406(get_importer)
       51    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\inspect.py:1864(_signature_is_builtin)
       28    0.000    0.000    0.017    0.001 D:\Programs\Conda\lib\sre_parse.py:937(parse)
       56    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      101    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\pyplot.py:212(_get_required_interactive_framework)
       50    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\pyplot.py:381(isinteractive)
      256    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\posixpath.py:41(_get_sep)
       27    0.000    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1039(_trim_arity)
  112/108    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:372(__init__)
      100    0.000    0.000    0.000    0.000 c:\Users\Jaen\Documents\RU 20-21\SEM7\Thesis\snake-ai-pytorch-main\stats.py:35(add_iter)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_path_split)
       50    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\patches.py:1902(<dictcomp>)
      136    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       50    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\patches.py:386(set_alpha)
      459    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\offsetbox.py:43(bbox_artist)
    77/62    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3434(__str__)
      256    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\sre_parse.py:168(__setitem__)
       53    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:2342(get_axes)
        4    0.000    0.000    0.000    0.000 {method 'globalsetvar' of '_tkinter.tkapp' objects}
       13    0.000    0.000    0.003    0.000 D:\Programs\Conda\lib\ntpath.py:625(realpath)
      482    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:631(<listcomp>)
      468    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2153(__str__)
      200    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\spines.py:536(__init__)
        1    0.000    0.000    0.029    0.029 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\requirements.py:4(<module>)
       26    0.000    0.000    0.004    0.000 D:\Programs\Conda\lib\traceback.py:200(extract_stack)
      400    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:461(<genexpr>)
      102    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\offsetbox.py:180(<listcomp>)
      973    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      100    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\legend_handler.py:79(adjust_drawing_area)
       10    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      108    0.000    0.000    0.011    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:1631(configure)
       83    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1821(__add__)
      306    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\offsetbox.py:451(<listcomp>)
       50    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\legend.py:1238(<listcomp>)
       26    0.000    0.000    0.009    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2779(__init__)
       72    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\sre_parse.py:84(opengroup)
       22    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:976(get_data)
      200    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\gridspec.py:668(num2)
       51    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\inspect.py:91(ismethoddescriptor)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1515(<setcomp>)
        2    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\collections\__init__.py:345(namedtuple)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:87(acquire)
      120    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2368(__init__)
        1    0.000    0.000    0.013    0.013 D:\Programs\Conda\lib\site-packages\matplotlib\backends\_backend_tk.py:509(__init__)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:112(release)
       13    0.000    0.000    0.004    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:2556(__init__)
      392    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\version.py:334(epoch)
       36    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3781(__str__)
       51    0.000    0.000    0.003    0.000 D:\Programs\Conda\lib\inspect.py:2876(from_callable)
       50    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\legend.py:560(_set_loc)
       52    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2826(__str__)
