Mon Nov 29 09:44:32 2021    output.dat

         45699553 function calls (44755293 primitive calls) in 48.241 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1146    0.003    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\font_manager.py:1188(score_stretch)
     3664    0.003    0.000    0.006    0.000 D:\Programs\Conda\lib\site-packages\torch\nn\modules\module.py:532(compute_should_use_set_data)
     2443    0.003    0.000    0.009    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\patches.py:393(set_linewidth)
     4768    0.003    0.000    0.062    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:1569(set_major_formatter)
      408    0.003    0.000    0.014    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\path.py:599(get_extents)
    14430    0.003    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\text.py:540(set_wrap)
      267    0.003    0.000    0.055    0.000 <frozen importlib._bootstrap_external>:1438(find_spec)
     1928    0.003    0.000    0.008    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\_ufunc_config.py:32(seterr)
      996    0.003    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:1702(_set)
     1247    0.003    0.000    0.007    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\patches.py:413(set_linestyle)
     7316    0.003    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\torch\nn\modules\module.py:1134(remove_from)
      800    0.003    0.000    0.211    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\spines.py:423(linear_spine)
    16643    0.003    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\text.py:853(get_text)
     3284    0.003    0.000    0.010    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\cbook\__init__.py:1696(safe_first_element)
     1209    0.003    0.000    0.011    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\cbook\__init__.py:200(connect)
   255/51    0.003    0.000    7.791    0.153 D:\Programs\Conda\lib\site-packages\matplotlib\image.py:114(_draw_list_compositing_images)
     1832    0.003    0.000    0.015    0.000 D:\Programs\Conda\lib\site-packages\torch\nn\init.py:12(_no_grad_uniform_)
     1992    0.003    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:1817(is_separable)
    10462    0.003    0.000    0.003    0.000 D:\Programs\Conda\lib\sre_parse.py:233(__next)
     1146    0.003    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\font_manager.py:1130(score_family)
      969    0.003    0.000    0.008    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\offsetbox.py:133(_get_aligned_offsets)
    15899    0.003    0.000    0.003    0.000 {method 'replace' of 'str' objects}
     5484    0.003    0.000    0.014    0.000 D:\Programs\Conda\lib\site-packages\torch\nn\parameter.py:23(__new__)
    14268    0.003    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\multiarray.py:143(concatenate)
      200    0.003    0.000    0.442    0.002 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:742(_init_axis)
    16596    0.003    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:771(<genexpr>)
     4896    0.003    0.000    0.003    0.000 {built-in method math.log10}
     2846    0.003    0.000    0.019    0.000 {method 'min' of 'numpy.ndarray' objects}
    19109    0.003    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\font_manager.py:726(get_style)
     3632    0.003    0.000    0.006    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:973(set_joinstyle)
     3264    0.003    0.000    0.013    0.000 <__array_function__ internals>:2(ndim)
     7060    0.003    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backends\backend_agg.py:282(points_to_pixels)
      910    0.003    0.000    0.003    0.000 {method 'view' of 'torch._C._TensorBase' objects}
    10040    0.003    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:2365(_set_dpi)
    17963    0.003    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\font_manager.py:894(get_math_fontfamily)
     1388    0.003    0.000    0.019    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:1089(_set_artist_props)
     1820    0.003    0.000    0.003    0.000 {method 'search' of 're.Pattern' objects}
     1632    0.003    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\ticker.py:2038(__init__)
    19109    0.003    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\font_manager.py:739(get_weight)
      736    0.003    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\version.py:474(_cmpkey)
     1980    0.003    0.000    0.005    0.000 D:\Programs\Conda\lib\_collections_abc.py:764(__iter__)
      608    0.003    0.000    0.049    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:1045(_set_position)
     2047    0.003    0.000    0.007    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\patches.py:475(set_capstyle)
     9649    0.003    0.000    0.005    0.000 D:\Programs\Conda\lib\sre_parse.py:254(get)
     5844    0.003    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:1754(__array__)
     2040    0.003    0.000    0.038    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\text.py:1130(set_position)
     3920    0.003    0.000    0.003    0.000 {method 'cpu' of 'torch._C._TensorBase' objects}
      200    0.003    0.000    0.040    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\gridspec.py:732(get_position)
     1836    0.003    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:1940(<genexpr>)
     1209    0.003    0.000    0.004    0.000 D:\Programs\Conda\lib\weakref.py:47(__new__)
    17965    0.003    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\font_manager.py:765(get_file)
    19092    0.003    0.000    0.003    0.000 {method 'copy' of 'list' objects}
     1928    0.003    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)
     1579    0.003    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:374(width)
     3664    0.003    0.000    0.008    0.000 D:\Programs\Conda\lib\site-packages\torch\nn\modules\module.py:846(convert)
      616    0.003    0.000    0.102    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backends\backend_agg.py:217(get_text_width_height_descent)
      200    0.003    0.000    0.051    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:409(_plot_args)
     3920    0.003    0.000    0.003    0.000 {method 'numpy' of 'torch._C._TensorBase' objects}
    19109    0.003    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\font_manager.py:733(get_variant)
       22    0.003    0.000    0.003    0.000 {built-in method marshal.loads}
     1796    0.003    0.000    0.021    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:2287(blended_transform_factory)
     1842    0.002    0.000    0.007    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:72(wrapper)
     3264    0.002    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\_methods.py:82(_clip_dep_is_byte_swapped)
       50    0.002    0.000    0.139    0.003 D:\Programs\Conda\lib\site-packages\matplotlib\legend.py:292(__init__)
     4768    0.002    0.000    0.002    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
     4768    0.002    0.000    0.055    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:1595(set_minor_formatter)
     3373    0.002    0.000    0.030    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\font_manager.py:708(__eq__)
      596    0.002    0.000    0.033    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:983(_update_transScale)
     3632    0.002    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:907(set_capstyle)
     4990    0.002    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\version.py:98(_compare)
     5530    0.002    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\text.py:25(_wrap_text)
      101    0.002    0.000    0.380    0.004 c:\Users\Jaen\Documents\RU 20-21\SEM7\Thesis\snake-ai-pytorch-main\environment.py:17(reset)
   255/51    0.002    0.000    0.267    0.005 D:\Programs\Conda\lib\site-packages\matplotlib\offsetbox.py:356(draw)
     3664    0.002    0.000    0.002    0.000 {built-in method _has_compatible_shallow_copy_type}
      964    0.002    0.000    0.003    0.000 {built-in method matplotlib._path.path_intersects_rectangle}
     9160    0.002    0.000    0.002    0.000 {built-in method math.sqrt}
     1832    0.002    0.000    0.008    0.000 D:\Programs\Conda\lib\site-packages\torch\nn\init.py:350(_calculate_correct_fan)
2501/2498    0.002    0.000    0.018    0.000 <frozen importlib._bootstrap>:1033(_handle_fromlist)
     1642    0.002    0.000    0.025    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:1436(update_units)
     1984    0.002    0.000    0.033    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:2064(dist_factory)
      816    0.002    0.000    0.117    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\spines.py:287(draw)
      200    0.002    0.000    0.170    0.001 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:2015(__init__)
     1632    0.002    0.000    0.006    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\ticker.py:2059(le)
      792    0.002    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:234(set_prop_cycle)
     7328    0.002    0.000    0.002    0.000 {method 'size' of 'torch._C._TensorBase' objects}
     1638    0.002    0.000    0.013    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\text.py:521(set_clip_box)
     2204    0.002    0.000    0.045    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:2729(get_transformed_points_and_affine)
     3632    0.002    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:902(set_antialiased)
      816    0.002    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:1070(<listcomp>)
  176/173    0.002    0.000    0.019    0.000 {built-in method builtins.__build_class__}
      696    0.002    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:973(intervaly)
      200    0.002    0.000    0.159    0.001 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:2286(__init__)
     1632    0.002    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\ticker.py:2066(ge)
     1488    0.002    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\cbook\__init__.py:634(push)
       50    0.002    0.000   22.136    0.443 c:\Users\Jaen\Documents\RU 20-21\SEM7\Thesis\snake-ai-pytorch-main\renderer.py:105(plot)
      150    0.002    0.000    0.101    0.001 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:2626(autoscale_view)
     1632    0.002    0.000    0.063    0.000 <__array_function__ internals>:2(clip)
     4768    0.002    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\ticker.py:566(set_useOffset)
       28    0.002    0.000    0.002    0.000 {built-in method nt._getfinalpathname}
      671    0.002    0.000    0.007    0.000 D:\Programs\Conda\lib\copy.py:66(copy)
   491/28    0.002    0.000    0.006    0.000 D:\Programs\Conda\lib\sre_compile.py:71(_compile)
      688    0.002    0.000    0.077    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:2115(distributions_from_metadata)
     1584    0.002    0.000    5.564    0.004 D:\Programs\Conda\lib\site-packages\matplotlib\spines.py:219(clear)
     1632    0.002    0.000    0.046    0.000 {method 'clip' of 'numpy.ndarray' objects}
     8750    0.002    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\cbook\__init__.py:1654(<lambda>)
    18451    0.002    0.000    0.002    0.000 {method 'getrandbits' of '_random.Random' objects}
    16203    0.002    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:1789(get_affine)
      546    0.002    0.000    0.012    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:968(intervalx)
     1632    0.002    0.000    0.023    0.000 <__array_function__ internals>:2(ptp)
    15568    0.002    0.000    0.002    0.000 {built-in method torch._C._set_grad_enabled}
      200    0.002    0.000    0.012    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:795(_set_lim_and_transforms)
     1247    0.002    0.000    0.084    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\patches.py:453(set_fill)
     3540    0.002    0.000    0.005    0.000 D:\Programs\Conda\lib\_collections_abc.py:783(__iter__)
     1932    0.002    0.000    0.009    0.000 <__array_function__ internals>:2(nonzero)
     1932    0.002    0.000    0.002    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
     1209    0.002    0.000    0.006    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\cbook\__init__.py:112(_weak_or_strong_ref)
     2596    0.002    0.000    0.016    0.000 {method 'sum' of 'numpy.ndarray' objects}
       50    0.002    0.000    0.116    0.002 D:\Programs\Conda\lib\site-packages\matplotlib\legend.py:705(_init_legend_box)
     1247    0.002    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\hatch.py:189(_validate_hatch_pattern)
     1676    0.002    0.000    0.011    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:2271(get_matrix)
     1632    0.002    0.000    0.058    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\fromnumeric.py:2033(clip)
      816    0.002    0.000    0.274    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:1258(get_majorticklocs)
     2510    0.002    0.000    0.029    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\lines.py:717(_get_transformed_path)
     2204    0.002    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\lines.py:923(get_markeredgecolor)
     1542    0.002    0.000    0.017    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\ticker.py:1749(nonsingular)
     1580    0.002    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:380(height)
    17064    0.002    0.000    0.002    0.000 {method 'items' of 'collections.OrderedDict' objects}
     1242    0.002    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:754(limit_range_for_scale)
      397    0.002    0.000    0.054    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\patches.py:733(__init__)
     1224    0.002    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\spines.py:134(get_patch_transform)
    11507    0.002    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\path.py:213(codes)
   300/50    0.002    0.000    4.719    0.094 D:\Programs\Conda\lib\site-packages\matplotlib\_api\deprecation.py:459(wrapper)
      916    0.002    0.000    0.069    0.000 D:\Programs\Conda\lib\site-packages\torch\nn\modules\module.py:752(to)
    13552    0.002    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\fromnumeric.py:3164(_around_dispatcher)
     9417    0.002    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\artist.py:597(get_gid)
     3766    0.002    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:2760(_get_axis_list)
      964    0.002    0.000    0.007    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\path.py:649(intersects_bbox)
     1247    0.002    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\patches.py:509(set_hatch)
       50    0.002    0.000    4.717    0.094 D:\Programs\Conda\lib\site-packages\matplotlib\gridspec.py:264(subplots)
      200    0.002    0.000    4.709    0.024 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:658(add_subplot)
     1374    0.002    0.000    0.057    0.000 {built-in method builtins.sum}
     2765    0.002    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backends\backend_agg.py:265(get_canvas_width_height)
      612    0.002    0.000    0.032    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:680(<listcomp>)
      344    0.002    0.000    0.031    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:2573(from_location)
     1419    0.002    0.000    0.021    0.000 <__array_function__ internals>:2(cumsum)
     6397    0.002    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:819(get_clip_path)
      189    0.002    0.000    0.002    0.000 D:\Programs\Conda\lib\sre_compile.py:276(_optimize_charset)
     3632    0.002    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:984(set_linewidth)
      596    0.002    0.000    0.018    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:1719(set)
       51    0.002    0.000    8.428    0.165 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:2728(clf)
     3184    0.002    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\cycler.py:138(keys)
      200    0.002    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\gridspec.py:227(__getitem__)
     2846    0.002    0.000    0.016    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\_methods.py:41(_amin)
      816    0.002    0.000    0.429    0.001 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:1066(_get_tick_bboxes)
      200    0.002    0.000    0.022    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:752(set_figure)
     2373    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:62(_path_join)
       22    0.002    0.000    0.002    0.000 {built-in method io.open_code}
     2443    0.002    0.000    0.017    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\patches.py:341(set_edgecolor)
      102    0.002    0.000    0.041    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\legend.py:1034(<listcomp>)
     2204    0.002    0.000    0.020    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\markers.py:346(get_transform)
    10046    0.002    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\fromnumeric.py:2709(_amin_dispatcher)
     8319    0.002    0.000    0.002    0.000 {method 'startswith' of 'str' objects}
      200    0.002    0.000    0.085    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:2093(add_line)
     1419    0.002    0.000    0.018    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\fromnumeric.py:2418(cumsum)
      204    0.002    0.000    0.044    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:2118(_update_offset_text_position)
     2373    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:64(<listcomp>)
      482    0.002    0.000    0.002    0.000 {built-in method matplotlib._path.count_bboxes_overlapping_bbox}
      200    0.002    0.000    0.163    0.001 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_axes.py:1361(plot)
     6397    0.002    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:988(set_url)
     1088    0.001    0.000    0.001    0.000 {method 'split' of 're.Pattern' objects}
     6397    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:834(get_dashes)
     9417    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:175(open_group)
     3664    0.001    0.000    0.001    0.000 {method 'is_floating_point' of 'torch._C._TensorBase' objects}
      200    0.001    0.000    4.693    0.023 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_subplots.py:16(__init__)
      150    0.001    0.000    0.047    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_axes.py:92(set_title)
     2443    0.001    0.000    0.055    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\patches.py:359(set_facecolor)
     9417    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:182(close_group)
    10250    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\fromnumeric.py:2584(_amax_dispatcher)
     1638    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\text.py:514(_update_clip_properties)
     4784    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\cycler.py:371(<genexpr>)
      196    0.001    0.000    0.010    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:915(delaxes)
      612    0.001    0.000    0.027    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:681(<listcomp>)
      200    0.001    0.000    0.035    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:2119(_update_line_limits)
      400    0.001    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:88(add)
     7717    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
     3328    0.001    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\version.py:82(__eq__)
3030/2921    0.001    0.000    0.005    0.000 D:\Programs\Conda\lib\abc.py:100(__subclasscheck__)
      612    0.001    0.000    0.012    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:1780(transform_path_affine)
      482    0.001    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\shape_base.py:140(atleast_3d)
     6146    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:149(<dictcomp>)
     2510    0.001    0.000    0.007    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:2756(get_affine)
      671    0.001    0.000    0.002    0.000 D:\Programs\Conda\lib\copy.py:258(_reconstruct)
      200    0.001    0.000    0.006    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\gridspec.py:448(get_subplot_params)
      612    0.001    0.000    0.025    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:683(<listcomp>)
      408    0.001    0.000    0.026    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:1684(apply_aspect)
      400    0.001    0.000    0.061    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:245(__call__)
      344    0.001    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:669(add)
     9136    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\ticker.py:304(_set_locator)
  663/255    0.001    0.000    0.103    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\offsetbox.py:345(get_extent)
3368/3364    0.001    0.000    0.002    0.000 {method 'join' of 'str' objects}
     1146    0.001    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\font_manager.py:1206(score_weight)
     3314    0.001    0.000    0.001    0.000 {built-in method builtins.divmod}
     7008    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\path.py:244(should_simplify)
     6499    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\artist.py:706(get_path_effects)
     1275    0.001    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\patches.py:282(get_patch_transform)
      612    0.001    0.000    0.025    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:682(<listcomp>)
     1000    0.001    0.000    0.212    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:1131(<genexpr>)
     1224    0.001    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\offsetbox.py:320(<listcomp>)
     2596    0.001    0.000    0.014    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\_methods.py:45(_sum)
     1838    0.001    0.000    0.012    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\artist.py:737(set_clip_box)
     1632    0.001    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\ticker.py:1731(raise_if_exceeds)
      392    0.001    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\version.py:305(__str__)
     1932    0.001    0.000    0.006    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\fromnumeric.py:1816(nonzero)
      200    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.update_path_extents}
      816    0.001    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:1947(clear)
     8750    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\numpy\lib\stride_tricks.py:200(_broadcast_arrays_dispatcher)
     6397    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:1022(get_hatch_color)
      200    0.001    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:876(update_from_path)
       51    0.001    0.000    0.019    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:220(_get_draw_artists)
      150    0.001    0.000    0.023    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\offsetbox.py:709(__init__)
     1428    0.001    0.000    0.050    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\version.py:48(parse)
      800    0.001    0.000    0.099    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\spines.py:206(register_axis)
     4768    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\ticker.py:645(set_useMathText)
      970    0.001    0.000    0.010    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:2616(get_matrix)
      204    0.001    0.000    0.006    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:2391(_update_offset_text_position)
        1    0.001    0.001    0.001    0.001 {built-in method _win32sysloader.LoadModule}
     7328    0.001    0.000    0.001    0.000 {method 'dim' of 'torch._C._TensorBase' objects}
     6146    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\text.py:1268(get_usetex)
     6397    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:874(get_snap)
      608    0.001    0.000    0.008    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:259(frozen)
      101    0.001    0.000    0.136    0.001 D:\Programs\Conda\lib\site-packages\matplotlib\backends\_backend_tk.py:450(show)
     1247    0.001    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\patches.py:492(set_joinstyle)
      612    0.001    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:1924(_get_ticks_position)
     1446    0.001    0.000    0.047    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\legend.py:1045(<genexpr>)
    11922    0.001    0.000    0.001    0.000 {built-in method nt.fspath}
      689    0.001    0.000    0.002    0.000 D:\Programs\Conda\lib\genericpath.py:121(_splitext)
     1428    0.001    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\artist.py:611(get_snap)
     6397    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:1034(get_sketch_params)
      143    0.001    0.000    0.002    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:1505(_register)
      368    0.001    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:2422(__init__)
      200    0.001    0.000    0.014    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:788(_add_axes_internal)
      100    0.001    0.000    0.070    0.001 D:\Programs\Conda\lib\site-packages\matplotlib\legend_handler.py:227(create_artists)
     3990    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:562(locator)
      816    0.001    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:1365(get_minor_ticks)
        1    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
